GameId,Season,Date,a1,a2,a3,a4,a5,h1,h2,h3,h4,h5,Home_team,Away_team,hm_date_id
22100993,2021-22 Regular Season,3/10/2022,Andre Drummond,Kyrie Irving,Bruce Brown,Kevin Durant,Seth Curry,Joel Embiid,Matisse Thybulle,James Harden,Tyrese Maxey,Tobias Harris,PHI,BKN,PHI-03-10-2022
22100994,2021-22 Regular Season,3/10/2022,Kevon Looney,Andrew Wiggins,Moses Moody,Klay Thompson,Stephen Curry,Nikola Jokic,Jeff Green,Aaron Gordon,Austin Rivers,Monte Morris,DEN,GSW,DEN-03-10-2022
22100995,2021-22 Regular Season,3/11/2022,Karl-Anthony Towns,Patrick Beverley,Jarred Vanderbilt,Anthony Edwards,D'Angelo Russell,Mo Bamba,Cole Anthony,Wendell Carter Jr.,Franz Wagner,Jalen Suggs,ORL,MIN,ORL-03-11-2022
22100996,2021-22 Regular Season,3/11/2022,Ivica Zubac,Marcus Morris Sr.,Nicolas Batum,Reggie Jackson,Amir Coffey,Clint Capela,John Collins,Trae Young,Kevin Huerter,De'Andre Hunter,ATL,LAC,ATL-03-11-2022
22100997,2021-22 Regular Season,3/11/2022,Marvin Bagley III,Cade Cunningham,Jerami Grant,Cory Joseph,Saddiq Bey,Robert Williams III,Marcus Smart,Al Horford,Jaylen Brown,Jayson Tatum,BOS,DET,BOS-03-11-2022
22100998,2021-22 Regular Season,3/11/2022,Evan Mobley,Isaac Okoro,Darius Garland,Dean Wade,Lauri Markkanen,Bam Adebayo,Jimmy Butler,Duncan Robinson,Kyle Lowry,P.J. Tucker,MIA,CLE,MIA-03-11-2022
22100999,2021-22 Regular Season,3/11/2022,Dwight Powell,Spencer Dinwiddie,Luka Doncic,Josh Green,Reggie Bullock,Alperen Sengun,Kevin Porter Jr.,Eric Gordon,Jalen Green,Kenyon Martin Jr.,HOU,DAL,HOU-03-11-2022
22101000,2021-22 Regular Season,3/11/2022,Mitchell Robinson,Julius Randle,RJ Barrett,Alec Burks,Evan Fournier,Steven Adams,Ja Morant,Jaren Jackson Jr.,Desmond Bane,Ziaire Williams,MEM,NYK,MEM-03-11-2022
22101001,2021-22 Regular Season,3/11/2022,Mason Plumlee,Miles Bridges,Terry Rozier,LaMelo Ball,P.J. Washington,Jonas Valanciunas,Devonte' Graham,Naji Marshall,Jaxson Hayes,Herbert Jones,NOP,CHA,NOP-03-11-2022
22101002,2021-22 Regular Season,3/11/2022,Rudy Gobert,Danuel House Jr.,Mike Conley,Donovan Mitchell,Royce O'Neale,Jakob Poeltl,Dejounte Murray,Keldon Johnson,Josh Richardson,Devin Vassell,SAS,UTA,SAS-03-11-2022
22101003,2021-22 Regular Season,3/11/2022,Scottie Barnes,Fred VanVleet,Pascal Siakam,Khem Birch,Gary Trent Jr.,Deandre Ayton,Cameron Payne,Mikal Bridges,Jae Crowder,Devin Booker,PHX,TOR,PHX-03-11-2022
22101004,2021-22 Regular Season,3/11/2022,Kristaps Porzingis,Kyle Kuzma,Corey Kispert,Raul Neto,Kentavious Caldwell-Pope,LeBron James,Russell Westbrook,Stanley Johnson,Malik Monk,Austin Reaves,LAL,WAS,LAL-03-11-2022
22101005,2021-22 Regular Season,3/12/2022,Karl-Anthony Towns,Malik Beasley,Anthony Edwards,D'Angelo Russell,Jaden McDaniels,Bam Adebayo,Gabe Vincent,P.J. Tucker,Kyle Lowry,Duncan Robinson,MIA,MIN,MIA-03-12-2022
22101006,2021-22 Regular Season,3/12/2022,Evan Mobley,Darius Garland,Kevin Love,Dean Wade,Isaac Okoro,Nikola Vucevic,Javonte Green,DeMar DeRozan,Ayo Dosunmu,Coby White,CHI,CLE,CHI-03-12-2022
22101007,2021-22 Regular Season,3/12/2022,Isaiah Jackson,Chris Duarte,Buddy Hield,Tyrese Haliburton,Oshae Brissett,Zach Collins,Tre Jones,Doug McDermott,Devin Vassell,Josh Richardson,SAS,IND,SAS-03-12-2022
22101008,2021-22 Regular Season,3/12/2022,Bobby Portis,Giannis Antetokounmpo,Khris Middleton,Grayson Allen,Jrue Holiday,Kevon Looney,Andrew Wiggins,Klay Thompson,Stephen Curry,Jordan Poole,GSW,MIL,GSW-03-12-2022
22101009,2021-22 Regular Season,3/12/2022,Scottie Barnes,Pascal Siakam,Armoni Brooks,Gary Trent Jr.,Precious Achiuwa,Nikola Jokic,Jeff Green,Monte Morris,Will Barton,Davon Reed,DEN,TOR,DEN-03-12-2022
22101010,2021-22 Regular Season,3/12/2022,Damian Jones,De'Aaron Fox,Justin Holiday,Harrison Barnes,Trey Lyles,Hassan Whiteside,Donovan Mitchell,Bojan Bogdanovic,Danuel House Jr.,Royce O'Neale,UTA,SAC,UTA-03-12-2022
22101011,2021-22 Regular Season,3/12/2022,Daniel Gafford,Kentavious Caldwell-Pope,Corey Kispert,Kyle Kuzma,Raul Neto,Drew Eubanks,Brandon Williams,Trendon Watford,Josh Hart,CJ Elleby,POR,WAS,POR-03-12-2022
22101012,2021-22 Regular Season,3/13/2022,Mitchell Robinson,Alec Burks,RJ Barrett,Evan Fournier,Julius Randle,Andre Drummond,Goran Dragic,Kevin Durant,Bruce Brown,Patty Mills,BKN,NYK,BKN-03-13-2022
22101013,2021-22 Regular Season,3/13/2022,Ivica Zubac,Reggie Jackson,Nicolas Batum,Marcus Morris Sr.,Amir Coffey,Marvin Bagley III,Cory Joseph,Cade Cunningham,Jerami Grant,Saddiq Bey,DET,LAC,DET-03-13-2022
22101014,2021-22 Regular Season,3/13/2022,Dwight Powell,Luka Doncic,Jalen Brunson,Spencer Dinwiddie,Dorian Finney-Smith,Robert Williams III,Marcus Smart,Al Horford,Jayson Tatum,Jaylen Brown,BOS,DAL,BOS-03-13-2022
22101015,2021-22 Regular Season,3/13/2022,Joel Embiid,Tyrese Maxey,Tobias Harris,James Harden,Matisse Thybulle,Mo Bamba,Jalen Suggs,Cole Anthony,Wendell Carter Jr.,Franz Wagner,ORL,PHI,ORL-03-13-2022
22101016,2021-22 Regular Season,3/13/2022,Isaiah Jackson,Oshae Brissett,Buddy Hield,Tyrese Haliburton,Terry Taylor,Clint Capela,Danilo Gallinari,Trae Young,De'Andre Hunter,Kevin Huerter,ATL,IND,ATL-03-13-2022
22101017,2021-22 Regular Season,3/13/2022,Christian Wood,Jalen Green,Jae'Sean Tate,Kevin Porter Jr.,Garrison Mathews,Jonas Valanciunas,Devonte' Graham,Herbert Jones,Jaxson Hayes,Naji Marshall,NOP,HOU,NOP-03-13-2022
22101018,2021-22 Regular Season,3/13/2022,Steven Adams,Ja Morant,Jaren Jackson Jr.,Dillon Brooks,Desmond Bane,Isaiah Roby,Shai Gilgeous-Alexander,Theo Maledon,Tre Mann,Darius Bazley,OKC,MEM,OKC-03-13-2022
22101019,2021-22 Regular Season,3/13/2022,LeBron James,Russell Westbrook,Malik Monk,Stanley Johnson,Austin Reaves,Deandre Ayton,Cameron Payne,Jae Crowder,Devin Booker,Mikal Bridges,PHX,LAL,PHX-03-13-2022
22101020,2021-22 Regular Season,3/14/2022,Ivica Zubac,Nicolas Batum,Terance Mann,Amir Coffey,Luke Kennard,Evan Mobley,Darius Garland,Lamar Stevens,Lauri Markkanen,Isaac Okoro,CLE,LAC,CLE-03-14-2022
22101021,2021-22 Regular Season,3/14/2022,Drew Eubanks,Josh Hart,Brandon Williams,Trendon Watford,CJ Elleby,Clint Capela,Kevin Huerter,Trae Young,Delon Wright,De'Andre Hunter,ATL,POR,ATL-03-14-2022
22101022,2021-22 Regular Season,3/14/2022,Nikola Jokic,Jeff Green,Aaron Gordon,Will Barton,Monte Morris,Joel Embiid,Tyrese Maxey,Matisse Thybulle,James Harden,Tobias Harris,PHI,DEN,PHI-03-14-2022
22101023,2021-22 Regular Season,3/14/2022,Mason Plumlee,LaMelo Ball,Miles Bridges,Terry Rozier,P.J. Washington,Olivier Sarr,Darius Bazley,Shai Gilgeous-Alexander,Tre Mann,Theo Maledon,OKC,CHA,OKC-03-14-2022
22101024,2021-22 Regular Season,3/14/2022,Karl-Anthony Towns,D'Angelo Russell,Anthony Edwards,Patrick Beverley,Jaden McDaniels,Jakob Poeltl,Dejounte Murray,Devin Vassell,Josh Richardson,Keldon Johnson,SAS,MIN,SAS-03-14-2022
22101025,2021-22 Regular Season,3/14/2022,Kristaps Porzingis,Raul Neto,Kentavious Caldwell-Pope,Kyle Kuzma,Corey Kispert,Kevon Looney,Jonathan Kuminga,Klay Thompson,Jordan Poole,Stephen Curry,GSW,WAS,GSW-03-14-2022
22101026,2021-22 Regular Season,3/14/2022,Nikola Vucevic,Javonte Green,Zach LaVine,Ayo Dosunmu,DeMar DeRozan,Domantas Sabonis,Harrison Barnes,Trey Lyles,De'Aaron Fox,Donte DiVincenzo,SAC,CHI,SAC-03-14-2022
22101027,2021-22 Regular Season,3/14/2022,Bobby Portis,Khris Middleton,Grayson Allen,Jrue Holiday,Giannis Antetokounmpo,Rudy Gobert,Mike Conley,Donovan Mitchell,Royce O'Neale,Danuel House Jr.,UTA,MIL,UTA-03-14-2022
22101028,2021-22 Regular Season,3/14/2022,Precious Achiuwa,Pascal Siakam,Gary Trent Jr.,Scottie Barnes,Fred VanVleet,LeBron James,Austin Reaves,Russell Westbrook,Malik Monk,Stanley Johnson,LAL,TOR,LAL-03-14-2022
22101029,2021-22 Regular Season,3/15/2022,Steven Adams,Dillon Brooks,Desmond Bane,Jaren Jackson Jr.,Tyus Jones,Isaiah Jackson,Oshae Brissett,Tyrese Haliburton,Buddy Hield,Malcolm Brogdon,IND,MEM,IND-03-15-2022
22101030,2021-22 Regular Season,3/15/2022,Andre Drummond,Bruce Brown,Kevin Durant,Goran Dragic,Kyrie Irving,Mo Bamba,Franz Wagner,Wendell Carter Jr.,R.J. Hampton,Cole Anthony,ORL,BKN,ORL-03-15-2022
22101031,2021-22 Regular Season,3/15/2022,Isaiah Stewart,Rodney McGruder,Jerami Grant,Saddiq Bey,Cory Joseph,Bam Adebayo,P.J. Tucker,Duncan Robinson,Jimmy Butler,Kyle Lowry,MIA,DET,MIA-03-15-2022
22101032,2021-22 Regular Season,3/15/2022,Deandre Ayton,Cameron Payne,Jae Crowder,Mikal Bridges,Devin Booker,Jonas Valanciunas,Herbert Jones,Devonte' Graham,CJ McCollum,Jaxson Hayes,NOP,PHX,NOP-03-15-2022
22101033,2021-22 Regular Season,3/16/2022,Clint Capela,Danilo Gallinari,Kevin Huerter,Trae Young,De'Andre Hunter,Mason Plumlee,Terry Rozier,LaMelo Ball,Miles Bridges,P.J. Washington,CHA,ATL,CHA-03-16-2022
22101034,2021-22 Regular Season,3/16/2022,Joel Embiid,Tobias Harris,James Harden,Matisse Thybulle,Tyrese Maxey,Evan Mobley,Darius Garland,Lamar Stevens,Isaac Okoro,Lauri Markkanen,CLE,PHI,CLE-03-16-2022
22101035,2021-22 Regular Season,3/16/2022,Nikola Jokic,Will Barton,Jeff Green,Aaron Gordon,Monte Morris,Kristaps Porzingis,Kyle Kuzma,Kentavious Caldwell-Pope,Raul Neto,Corey Kispert,WAS,DEN,WAS-03-16-2022
22101036,2021-22 Regular Season,3/16/2022,Dwight Powell,Dorian Finney-Smith,Luka Doncic,Spencer Dinwiddie,Jalen Brunson,Andre Drummond,Goran Dragic,Patty Mills,Kevin Durant,Bruce Brown,BKN,DAL,BKN-03-16-2022
22101037,2021-22 Regular Season,3/16/2022,Drew Eubanks,Brandon Williams,Trendon Watford,Justise Winslow,Josh Hart,Mitchell Robinson,Alec Burks,Julius Randle,RJ Barrett,Evan Fournier,NYK,POR,NYK-03-16-2022
22101038,2021-22 Regular Season,3/16/2022,Deandre Ayton,Cameron Payne,Devin Booker,Mikal Bridges,Torrey Craig,Christian Wood,Garrison Mathews,Kevin Porter Jr.,Jae'Sean Tate,Jalen Green,HOU,PHX,HOU-03-16-2022
22101039,2021-22 Regular Season,3/16/2022,Dwight Howard,Russell Westbrook,LeBron James,Austin Reaves,Malik Monk,Karl-Anthony Towns,Jarred Vanderbilt,Anthony Edwards,Patrick Beverley,D'Angelo Russell,MIN,LAL,MIN-03-16-2022
22101040,2021-22 Regular Season,3/16/2022,Isaiah Roby,Shai Gilgeous-Alexander,Tre Mann,Aaron Wiggins,Darius Bazley,Jakob Poeltl,Keldon Johnson,Josh Richardson,Devin Vassell,Dejounte Murray,SAS,OKC,SAS-03-16-2022
22101041,2021-22 Regular Season,3/16/2022,Nikola Vucevic,Ayo Dosunmu,DeMar DeRozan,Javonte Green,Zach LaVine,Rudy Gobert,Juancho Hernangomez,Mike Conley,Donovan Mitchell,Royce O'Neale,UTA,CHI,UTA-03-16-2022
22101042,2021-22 Regular Season,3/16/2022,Robert Williams III,Al Horford,Marcus Smart,Jayson Tatum,Jaylen Brown,Kevon Looney,Jordan Poole,Stephen Curry,Klay Thompson,Otto Porter Jr.,GSW,BOS,GSW-03-16-2022
22101043,2021-22 Regular Season,3/16/2022,Bobby Portis,Giannis Antetokounmpo,Grayson Allen,Khris Middleton,Jrue Holiday,Domantas Sabonis,Trey Lyles,De'Aaron Fox,Justin Holiday,Harrison Barnes,SAC,MIL,SAC-03-16-2022
22101044,2021-22 Regular Season,3/16/2022,Scottie Barnes,Khem Birch,Fred VanVleet,Gary Trent Jr.,Pascal Siakam,Ivica Zubac,Marcus Morris Sr.,Reggie Jackson,Nicolas Batum,Amir Coffey,LAC,TOR,LAC-03-16-2022
22101045,2021-22 Regular Season,3/17/2022,Marvin Bagley III,Saddiq Bey,Isaiah Stewart,Cory Joseph,Killian Hayes,Mo Bamba,Moritz Wagner,Cole Anthony,Franz Wagner,R.J. Hampton,ORL,DET,ORL-03-17-2022
22101046,2021-22 Regular Season,3/18/2022,Dwight Powell,Jalen Brunson,Dorian Finney-Smith,Luka Doncic,Spencer Dinwiddie,Joel Embiid,Tyrese Maxey,Tobias Harris,James Harden,Matisse Thybulle,PHI,DAL,PHI-03-18-2022
22101047,2021-22 Regular Season,3/18/2022,Jaren Jackson Jr.,Desmond Bane,Dillon Brooks,Steven Adams,Ja Morant,Clint Capela,De'Andre Hunter,Delon Wright,Danilo Gallinari,Kevin Huerter,ATL,MEM,ATL-03-18-2022
22101048,2021-22 Regular Season,3/18/2022,Drew Eubanks,Josh Hart,Justise Winslow,Brandon Williams,Trendon Watford,Andre Drummond,Kevin Durant,Seth Curry,Bruce Brown,Goran Dragic,BKN,POR,BKN-03-18-2022
22101049,2021-22 Regular Season,3/18/2022,Nikola Jokic,Aaron Gordon,Will Barton,Monte Morris,Jeff Green,Evan Mobley,Lamar Stevens,Lauri Markkanen,Isaac Okoro,Darius Garland,CLE,DEN,CLE-03-18-2022
22101050,2021-22 Regular Season,3/18/2022,Kristaps Porzingis,Kyle Kuzma,Raul Neto,Corey Kispert,Kentavious Caldwell-Pope,Mitchell Robinson,Julius Randle,Evan Fournier,RJ Barrett,Alec Burks,NYK,WAS,NYK-03-18-2022
22101051,2021-22 Regular Season,3/18/2022,Dwight Howard,LeBron James,Wenyen Gabriel,Russell Westbrook,Malik Monk,Scottie Barnes,Pascal Siakam,Gary Trent Jr.,Fred VanVleet,Khem Birch,TOR,LAL,TOR-03-18-2022
22101052,2021-22 Regular Season,3/18/2022,Olivier Sarr,Aleksej Pokusevski,Shai Gilgeous-Alexander,Darius Bazley,Aaron Wiggins,Bam Adebayo,Gabe Vincent,P.J. Tucker,Duncan Robinson,Kyle Lowry,MIA,OKC,MIA-03-18-2022
22101053,2021-22 Regular Season,3/18/2022,Goga Bitadze,Buddy Hield,Tyrese Haliburton,Oshae Brissett,Malcolm Brogdon,Christian Wood,Kevin Porter Jr.,Jae'Sean Tate,Jalen Green,Garrison Mathews,HOU,IND,HOU-03-18-2022
22101054,2021-22 Regular Season,3/18/2022,Jonas Valanciunas,Herbert Jones,Devonte' Graham,Jaxson Hayes,CJ McCollum,Jakob Poeltl,Devin Vassell,Joshua Primo,Keldon Johnson,Dejounte Murray,SAS,NOP,SAS-03-18-2022
22101055,2021-22 Regular Season,3/18/2022,Ivica Zubac,Marcus Morris Sr.,Reggie Jackson,Amir Coffey,Nicolas Batum,Rudy Gobert,Juancho Hernangomez,Mike Conley,Nickeil Alexander-Walker,Royce O'Neale,UTA,LAC,UTA-03-18-2022
22101056,2021-22 Regular Season,3/18/2022,Nikola Vucevic,Ayo Dosunmu,Zach LaVine,Javonte Green,DeMar DeRozan,Deandre Ayton,Cameron Payne,Devin Booker,Torrey Craig,Mikal Bridges,PHX,CHI,PHX-03-18-2022
22101057,2021-22 Regular Season,3/18/2022,Robert Williams III,Jaylen Brown,Al Horford,Marcus Smart,Jayson Tatum,Domantas Sabonis,Justin Holiday,Davion Mitchell,Harrison Barnes,Trey Lyles,SAC,BOS,SAC-03-18-2022
22101058,2021-22 Regular Season,3/19/2022,Brook Lopez,Bobby Portis,Khris Middleton,Grayson Allen,Jrue Holiday,Karl-Anthony Towns,Anthony Edwards,Jarred Vanderbilt,Patrick Beverley,D'Angelo Russell,MIN,MIL,MIN-03-19-2022
22101059,2021-22 Regular Season,3/19/2022,Dwight Powell,Jalen Brunson,Luka Doncic,Maxi Kleber,Dorian Finney-Smith,Mason Plumlee,P.J. Washington,Terry Rozier,LaMelo Ball,Miles Bridges,CHA,DAL,CHA-03-19-2022
22101060,2021-22 Regular Season,3/19/2022,Isaiah Stewart,Jerami Grant,Saddiq Bey,Cade Cunningham,Cory Joseph,Evan Mobley,Lauri Markkanen,Darius Garland,Isaac Okoro,Lamar Stevens,CLE,DET,CLE-03-19-2022
22101061,2021-22 Regular Season,3/19/2022,LeBron James,Russell Westbrook,Stanley Johnson,Malik Monk,Austin Reaves,Kristaps Porzingis,Rui Hachimura,Raul Neto,Corey Kispert,Kentavious Caldwell-Pope,WAS,LAL,WAS-03-19-2022
22101062,2021-22 Regular Season,3/20/2022,Drew Eubanks,Brandon Williams,CJ Elleby,Trendon Watford,Josh Hart,Goga Bitadze,Tyrese Haliburton,Justin Anderson,Buddy Hield,Oshae Brissett,IND,POR,IND-03-20-2022
22101063,2021-22 Regular Season,3/20/2022,Steven Adams,Jaren Jackson Jr.,Dillon Brooks,Tyus Jones,Desmond Bane,Christian Wood,Jae'Sean Tate,Garrison Mathews,Kevin Porter Jr.,Jalen Green,HOU,MEM,HOU-03-20-2022
22101064,2021-22 Regular Season,3/20/2022,Jonas Valanciunas,CJ McCollum,Naji Marshall,Herbert Jones,Jaxson Hayes,Clint Capela,Kevin Huerter,De'Andre Hunter,Trae Young,Danilo Gallinari,ATL,NOP,ATL-03-20-2022
22101065,2021-22 Regular Season,3/20/2022,Isaiah Roby,Tre Mann,Darius Bazley,Aleksej Pokusevski,Aaron Wiggins,Mo Bamba,Cole Anthony,Wendell Carter Jr.,Franz Wagner,R.J. Hampton,ORL,OKC,ORL-03-20-2022
22101066,2021-22 Regular Season,3/20/2022,Deandre Ayton,Elfrid Payton,Jae Crowder,Devin Booker,Mikal Bridges,Domantas Sabonis,Harrison Barnes,Davion Mitchell,Justin Holiday,Trey Lyles,SAC,PHX,SAC-03-20-2022
22101067,2021-22 Regular Season,3/20/2022,Rudy Gobert,Juancho Hernangomez,Donovan Mitchell,Royce O'Neale,Nickeil Alexander-Walker,Mitchell Robinson,Julius Randle,Evan Fournier,Alec Burks,RJ Barrett,NYK,UTA,NYK-03-20-2022
22101068,2021-22 Regular Season,3/20/2022,Robert Williams III,Al Horford,Jaylen Brown,Marcus Smart,Jayson Tatum,Nikola Jokic,Jeff Green,Will Barton,Aaron Gordon,Monte Morris,DEN,BOS,DEN-03-20-2022
22101069,2021-22 Regular Season,3/20/2022,Precious Achiuwa,Gary Trent Jr.,Pascal Siakam,Scottie Barnes,Khem Birch,Joel Embiid,Tyrese Maxey,Matisse Thybulle,James Harden,Tobias Harris,PHI,TOR,PHI-03-20-2022
22101070,2021-22 Regular Season,3/20/2022,Jakob Poeltl,Joshua Primo,Dejounte Murray,Devin Vassell,Keldon Johnson,Kevon Looney,Draymond Green,Andrew Wiggins,Jordan Poole,Klay Thompson,GSW,SAS,GSW-03-20-2022
22101071,2021-22 Regular Season,3/21/2022,Jonas Valanciunas,Herbert Jones,CJ McCollum,Jaxson Hayes,Devonte' Graham,Mason Plumlee,Terry Rozier,LaMelo Ball,Miles Bridges,P.J. Washington,CHA,NOP,CHA-03-21-2022
22101072,2021-22 Regular Season,3/21/2022,Dwight Howard,Austin Reaves,LeBron James,Russell Westbrook,Wenyen Gabriel,Evan Mobley,Lamar Stevens,Darius Garland,Lauri Markkanen,Isaac Okoro,CLE,LAL,CLE-03-21-2022
22101073,2021-22 Regular Season,3/21/2022,Drew Eubanks,Brandon Williams,Trendon Watford,CJ Elleby,Justise Winslow,Marvin Bagley III,Cade Cunningham,Saddiq Bey,Isaiah Stewart,Killian Hayes,DET,POR,DET-03-21-2022
22101074,2021-22 Regular Season,3/21/2022,Bam Adebayo,P.J. Tucker,Kyle Lowry,Jimmy Butler,Duncan Robinson,Paul Millsap,Tobias Harris,Tyrese Maxey,Matisse Thybulle,Georges Niang,PHI,MIA,PHI-03-21-2022
22101075,2021-22 Regular Season,3/21/2022,Rudy Gobert,Royce O'Neale,Donovan Mitchell,Mike Conley,Juancho Hernangomez,Nic Claxton,Goran Dragic,Seth Curry,Kevin Durant,Bruce Brown,BKN,UTA,BKN-03-21-2022
22101076,2021-22 Regular Season,3/21/2022,Precious Achiuwa,Khem Birch,Fred VanVleet,Scottie Barnes,Pascal Siakam,Nikola Vucevic,Alex Caruso,DeMar DeRozan,Zach LaVine,Javonte Green,CHI,TOR,CHI-03-21-2022
22101077,2021-22 Regular Season,3/21/2022,Kristaps Porzingis,Raul Neto,Rui Hachimura,Corey Kispert,Kentavious Caldwell-Pope,Christian Wood,Jae'Sean Tate,Eric Gordon,Kevin Porter Jr.,Jalen Green,HOU,WAS,HOU-03-21-2022
22101078,2021-22 Regular Season,3/21/2022,Al Horford,Grant Williams,Jayson Tatum,Jaylen Brown,Derrick White,Isaiah Roby,Shai Gilgeous-Alexander,Darius Bazley,Aaron Wiggins,Tre Mann,OKC,BOS,OKC-03-21-2022
22101079,2021-22 Regular Season,3/21/2022,Karl-Anthony Towns,Jarred Vanderbilt,D'Angelo Russell,Patrick Beverley,Anthony Edwards,Dwight Powell,Luka Doncic,Dorian Finney-Smith,Jalen Brunson,Reggie Bullock,DAL,MIN,DAL-03-21-2022
22101080,2021-22 Regular Season,3/22/2022,Kevon Looney,Draymond Green,Andrew Wiggins,Klay Thompson,Jordan Poole,Mo Bamba,Wendell Carter Jr.,Franz Wagner,Cole Anthony,R.J. Hampton,ORL,GSW,ORL-03-22-2022
22101081,2021-22 Regular Season,3/22/2022,Clint Capela,Danilo Gallinari,Kevin Huerter,De'Andre Hunter,Trae Young,Mitchell Robinson,Evan Fournier,RJ Barrett,Obi Toppin,Alec Burks,NYK,ATL,NYK-03-22-2022
22101082,2021-22 Regular Season,3/22/2022,Nikola Vucevic,Javonte Green,Zach LaVine,Alex Caruso,DeMar DeRozan,Brook Lopez,Grayson Allen,Jrue Holiday,Giannis Antetokounmpo,Wesley Matthews,MIL,CHI,MIL-03-22-2022
22101083,2021-22 Regular Season,3/22/2022,Ivica Zubac,Nicolas Batum,Reggie Jackson,Marcus Morris Sr.,Amir Coffey,Nikola Jokic,Will Barton,Aaron Gordon,Monte Morris,Jeff Green,DEN,LAC,DEN-03-22-2022
22101084,2021-22 Regular Season,3/23/2022,Jericho Sims,Alec Burks,RJ Barrett,Obi Toppin,Evan Fournier,Mason Plumlee,LaMelo Ball,Terry Rozier,Miles Bridges,P.J. Washington,CHA,NYK,CHA-03-23-2022
22101085,2021-22 Regular Season,3/23/2022,Clint Capela,De'Andre Hunter,Trae Young,Timothe Luwawu-Cabarrot,Kevin Huerter,Isaiah Stewart,Jerami Grant,Saddiq Bey,Cory Joseph,Cade Cunningham,DET,ATL,DET-03-23-2022
22101086,2021-22 Regular Season,3/23/2022,Damian Jones,Davion Mitchell,Trey Lyles,Harrison Barnes,Justin Holiday,Goga Bitadze,Buddy Hield,Oshae Brissett,Justin Anderson,Tyrese Haliburton,IND,SAC,IND-03-23-2022
22101087,2021-22 Regular Season,3/23/2022,Rudy Gobert,Donovan Mitchell,Eric Paschall,Mike Conley,Royce O'Neale,Robert Williams III,Jayson Tatum,Marcus Smart,Jaylen Brown,Al Horford,BOS,UTA,BOS-03-23-2022
22101088,2021-22 Regular Season,3/23/2022,Kevon Looney,Andrew Wiggins,Jonathan Kuminga,Moses Moody,Jordan Poole,Bam Adebayo,P.J. Tucker,Jimmy Butler,Duncan Robinson,Kyle Lowry,MIA,GSW,MIA-03-23-2022
22101089,2021-22 Regular Season,3/23/2022,Andre Drummond,Bruce Brown,Kevin Durant,Kyrie Irving,Kessler Edwards,Steven Adams,Tyus Jones,Dillon Brooks,Desmond Bane,Jaren Jackson Jr.,MEM,BKN,MEM-03-23-2022
22101090,2021-22 Regular Season,3/23/2022,Deandre Ayton,Cameron Payne,Devin Booker,Jae Crowder,Mikal Bridges,Karl-Anthony Towns,Patrick Beverley,Jarred Vanderbilt,D'Angelo Russell,Anthony Edwards,MIN,PHX,MIN-03-23-2022
22101091,2021-22 Regular Season,3/23/2022,Mo Bamba,Cole Anthony,Franz Wagner,Chuma Okeke,R.J. Hampton,Isaiah Roby,Darius Bazley,Aaron Wiggins,Tre Mann,Aleksej Pokusevski,OKC,ORL,OKC-03-23-2022
22101092,2021-22 Regular Season,3/23/2022,Christian Wood,Kevin Porter Jr.,Eric Gordon,Jalen Green,Jae'Sean Tate,Dwight Powell,Reggie Bullock,Jalen Brunson,Spencer Dinwiddie,Dorian Finney-Smith,DAL,HOU,DAL-03-23-2022
22101093,2021-22 Regular Season,3/23/2022,Joel Embiid,Tyrese Maxey,Matisse Thybulle,Tobias Harris,James Harden,Dwight Howard,Stanley Johnson,Wenyen Gabriel,Russell Westbrook,Austin Reaves,LAL,PHI,LAL-03-23-2022
22101094,2021-22 Regular Season,3/23/2022,Jakob Poeltl,Keldon Johnson,Dejounte Murray,Devin Vassell,Joshua Primo,Drew Eubanks,Kris Dunn,CJ Elleby,Justise Winslow,Trendon Watford,POR,SAS,POR-03-23-2022
22101095,2021-22 Regular Season,3/24/2022,Evan Mobley,Lauri Markkanen,Darius Garland,Kevin Love,Isaac Okoro,Scottie Barnes,OG Anunoby,Khem Birch,Fred VanVleet,Pascal Siakam,TOR,CLE,TOR-03-24-2022
22101096,2021-22 Regular Season,3/24/2022,Goga Bitadze,Justin Anderson,Tyrese Haliburton,Buddy Hield,Oshae Brissett,Steven Adams,Jaren Jackson Jr.,Ziaire Williams,Desmond Bane,Tyus Jones,MEM,IND,MEM-03-24-2022
22101097,2021-22 Regular Season,3/24/2022,Kristaps Porzingis,Kentavious Caldwell-Pope,Raul Neto,Rui Hachimura,Corey Kispert,Brook Lopez,Bobby Portis,Grayson Allen,Jrue Holiday,Wesley Matthews,MIL,WAS,MIL-03-24-2022
22101098,2021-22 Regular Season,3/24/2022,Nikola Vucevic,Zach LaVine,Ayo Dosunmu,Javonte Green,Alex Caruso,Jonas Valanciunas,Jaxson Hayes,CJ McCollum,Herbert Jones,Devonte' Graham,NOP,CHI,NOP-03-24-2022
22101099,2021-22 Regular Season,3/24/2022,Deandre Ayton,Devin Booker,Jae Crowder,Chris Paul,Mikal Bridges,Nikola Jokic,Monte Morris,Jeff Green,Will Barton,Aaron Gordon,DEN,PHX,DEN-03-24-2022
22101100,2021-22 Regular Season,3/25/2022,Rudy Gobert,Royce O'Neale,Donovan Mitchell,Juancho Hernangomez,Mike Conley,Mason Plumlee,Terry Rozier,P.J. Washington,Miles Bridges,LaMelo Ball,CHA,UTA,CHA-03-25-2022
